collision_index,longitude,latitude,date,time,road_type,speed_limit,junction_detail,junction_control,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,urban_or_rural_area,area,num_casualties,severity_score
C202602730,-0.73019,51.05803,01/06/2026,10:44,6,30,5,0,5,5,8,1,0,2,South East,1,6
C202602731,-2.65145,51.49131,01/06/2026,10:44,6,70,3,4,1,1,1,1,0,1,Wales,2,7
C202602732,0.36056,51.46204,01/06/2026,10:45,2,30,0,0,0,1,6,1,0,1,London,1,4
C202602733,-0.38116,51.23321,01/06/2026,10:45,9,30,-1,1,5,1,2,1,1,1,South East,1,5
C202602734,-1.85998,53.94651,01/06/2026,10:45,7,20,3,0,0,1,1,2,0,1,Yorkshire,1,5
C202602735,-0.80708,51.1697,01/06/2026,10:45,9,30,-1,4,-1,5,1,1,0,1,South East,1,6
C202602736,-0.55101,51.46836,01/06/2026,10:46,1,60,6,-1,0,1,1,1,0,1,South East,1,4
C202602737,-3.152,51.24571,01/06/2026,10:46,6,30,6,4,0,1,1,1,0,1,Wales,3,6
C202602738,-0.5477,51.68661,01/06/2026,10:46,2,40,0,2,0,5,1,1,0,1,London,1,7
C202602739,-3.4656,51.0906,01/06/2026,10:46,6,70,3,2,0,1,1,1,0,2,South West,1,8
C202602740,-1.03742,53.92278,01/06/2026,10:46,6,30,3,2,5,5,1,2,0,1,Yorkshire,1,3
C202602741,-2.76111,51.63433,01/06/2026,10:46,6,30,3,1,0,1,1,2,6,1,Wales,1,3
C202602742,-0.52826,51.29068,01/06/2026,10:46,6,70,5,0,-1,1,1,1,0,1,South East,1,7
C202602743,-1.58006,54.83341,01/06/2026,10:47,3,70,2,2,0,1,1,9,0,1,North East,2,8
C202602744,-3.16923,51.40724,01/06/2026,10:47,7,70,0,0,0,4,1,1,0,2,Wales,1,10
C202602745,-3.44659,50.57283,01/06/2026,10:47,6,30,0,0,0,1,3,1,0,2,South West,1,5
C202602746,-2.01317,52.87835,01/06/2026,10:48,6,20,3,0,0,1,2,1,0,2,West Midlands,1,6
C202602747,-2.70757,53.14284,01/06/2026,10:48,6,30,0,0,0,1,5,2,0,1,North West,2,4
C202602748,-1.09493,53.05463,01/06/2026,10:48,1,30,0,-1,0,5,1,1,0,1,East Midlands,5,10
C202602749,-0.62565,52.77691,01/06/2026,10:48,6,30,0,-1,0,4,1,2,0,2,East Midlands,2,7
C202602750,-0.99458,53.10781,01/06/2026,10:48,6,40,0,2,0,1,3,1,0,1,East Midlands,1,6
C202602751,-1.47444,53.69259,01/06/2026,10:49,6,20,6,0,0,1,1,1,0,1,Yorkshire,2,4
C202602752,0.15452,52.10371,01/06/2026,10:49,1,50,0,0,0,5,1,2,0,1,London,1,8
C202602753,-2.16849,53.62899,01/06/2026,10:49,6,40,-1,1,0,4,1,1,0,1,North West,1,5
C202602754,-1.59408,52.61227,01/06/2026,10:49,6,60,3,-1,0,1,1,2,2,2,West Midlands,1,7
C202602755,-1.85607,54.86749,01/06/2026,10:49,6,60,3,1,0,1,3,-1,0,1,North East,1,5
C202602756,-1.16517,54.81491,01/06/2026,10:49,2,30,3,1,5,5,5,1,0,1,North East,1,4
C202602757,-3.29724,50.6611,01/06/2026,10:50,7,60,5,4,0,1,1,1,0,1,South West,1,6
C202602758,-2.19925,52.67304,01/06/2026,10:50,7,30,6,2,0,1,1,2,0,1,West Midlands,1,5
C202602759,-0.2008,51.26478,01/06/2026,10:50,6,30,0,2,0,1,1,1,0,1,London,2,4
C202602760,-2.4309,52.59641,01/06/2026,10:50,6,70,3,0,0,5,2,1,0,1,West Midlands,3,8
C202602761,-1.33859,52.81444,01/06/2026,10:50,6,30,0,1,0,5,1,1,0,1,East Midlands,1,5
C202602762,-1.55916,53.84126,01/06/2026,10:51,7,30,6,4,5,1,1,2,0,1,Yorkshire,3,5
C202602763,-1.5243,54.72075,01/06/2026,10:51,9,30,0,4,0,1,1,1,0,1,North East,1,2
C202602764,-1.23595,52.9482,01/06/2026,10:51,6,30,3,4,0,1,1,2,1,2,East Midlands,1,7
C202602765,-3.11991,51.17577,01/06/2026,10:51,6,50,0,1,5,1,1,1,0,1,Wales,1,4
C202602766,-2.01808,52.48165,01/06/2026,10:52,7,40,6,1,1,1,5,1,0,1,West Midlands,1,4
C202602767,-3.41469,50.76871,01/06/2026,10:52,2,30,5,0,0,1,1,2,0,1,South West,1,4
C202602768,-2.59318,53.26978,01/06/2026,10:52,1,70,6,-1,0,1,1,1,0,1,North West,2,6
C202602769,-1.74118,52.3506,01/06/2026,10:52,7,30,5,4,5,1,1,1,0,1,West Midlands,2,6
C202602770,-2.93594,51.579,01/06/2026,10:53,9,60,6,-1,-1,1,1,1,0,1,Wales,1,4
C202602771,-1.35537,53.43174,01/06/2026,10:53,6,40,6,4,0,1,1,1,0,1,Yorkshire,2,4
C202602772,-0.18191,51.37203,01/06/2026,10:53,6,50,6,-1,-1,1,1,1,0,1,London,1,4
C202602773,-3.95578,50.13886,01/06/2026,10:54,6,40,0,-1,0,1,1,1,0,2,South West,1,4
C202602774,-1.01734,53.3403,01/06/2026,10:54,6,50,3,1,0,1,2,1,0,1,East Midlands,1,6
C202602775,-1.95909,55.23048,01/06/2026,10:54,7,30,-1,0,0,1,-1,1,0,2,North East,1,4
C202602776,-2.39668,53.61638,01/06/2026,10:54,2,20,6,4,0,1,6,2,0,1,North West,1,4
C202602777,-1.24483,53.89352,01/06/2026,10:54,6,30,5,0,5,1,1,9,0,1,Yorkshire,1,3
C202602778,-0.49089,51.15522,01/06/2026,10:54,3,70,3,-1,1,1,8,1,0,1,South East,1,7
C202602779,-2.28279,53.78197,01/06/2026,10:54,6,60,5,2,0,1,1,1,0,1,North West,1,4
C202602780,-2.90058,51.38201,01/06/2026,10:55,2,40,3,-1,-1,5,1,1,0,1,Wales,3,8
C202602781,-0.95879,51.0579,01/06/2026,10:55,6,30,6,2,0,6,1,1,0,2,South East,1,5
C202602782,-1.92712,54.81779,01/06/2026,10:55,3,30,6,-1,0,1,1,1,0,1,North East,2,7
C202602783,-3.14617,53.76253,01/06/2026,10:55,6,30,5,2,0,5,1,2,0,1,North West,1,7
C202602784,-0.09824,51.53517,01/06/2026,10:56,3,30,3,4,0,5,1,1,0,1,London,2,5
C202602785,-0.00885,51.71373,01/06/2026,10:56,7,30,0,0,0,1,1,1,0,1,London,2,6
C202602786,-0.03834,51.63152,01/06/2026,10:56,3,70,2,0,0,1,2,1,0,1,London,2,9
C202602787,-3.54061,51.4249,01/06/2026,10:56,6,70,-1,0,0,5,1,1,6,1,South West,1,6
C202602788,-1.35949,54.60411,01/06/2026,10:56,3,20,6,2,1,1,1,2,0,2,North East,1,4
C202602789,-1.4699,53.61005,01/06/2026,10:56,7,40,5,0,5,1,1,1,0,1,Yorkshire,2,5
C202602790,-2.00759,54.82521,01/06/2026,10:57,6,70,3,4,0,5,2,9,0,2,North East,1,10
C202602791,-1.95581,55.08029,01/06/2026,10:58,6,40,-1,1,0,1,2,2,0,2,North East,3,8
C202602792,-0.83606,53.0074,01/06/2026,10:58,6,40,0,4,0,1,1,1,0,2,East Midlands,1,4
C202602793,-0.61692,51.21736,01/06/2026,10:58,3,70,0,0,5,1,1,1,0,2,South East,1,9
C202602794,-2.96155,53.51168,01/06/2026,10:58,2,30,5,4,-1,1,3,3,0,1,North West,5,9
C202602795,-1.28203,54.89046,01/06/2026,10:58,2,60,5,1,0,1,1,1,0,1,North East,1,4
C202602796,-1.65077,53.91481,01/06/2026,10:59,7,30,6,2,0,1,1,-1,0,2,Yorkshire,2,7
C202602797,-2.29718,53.58969,01/06/2026,10:59,2,40,3,0,0,1,1,1,0,1,North West,3,5
C202602798,-3.2865,51.90493,01/06/2026,10:59,6,30,0,4,0,7,1,1,0,2,Wales,2,6
C202602799,-1.25557,53.92841,01/06/2026,10:59,6,30,3,1,0,5,2,1,0,1,Yorkshire,1,6
C202602800,-2.98145,51.61893,01/06/2026,10:59,6,30,3,4,0,6,1,1,0,1,Wales,1,8
C202602801,-1.71882,54.79313,01/06/2026,11:00,1,70,3,2,0,1,1,2,0,1,North East,1,7
C202602802,-3.64245,50.95536,01/06/2026,11:00,1,40,5,4,0,1,8,1,0,2,South West,1,6
C202602803,-1.20818,53.59522,01/06/2026,11:00,7,30,0,0,0,1,1,2,0,2,Yorkshire,2,6
C202602804,-2.50586,53.66939,01/06/2026,11:01,7,40,5,4,0,1,1,1,0,1,North West,1,2
C202602805,-1.87991,55.36421,01/06/2026,11:01,1,30,3,4,0,4,1,-1,0,1,North East,1,9
C202602806,-3.77186,51.09393,01/06/2026,11:01,6,70,6,2,0,4,1,2,0,2,South West,1,9
C202602807,-0.25147,51.61423,01/06/2026,11:01,2,60,5,-1,0,1,1,2,0,2,London,1,7
C202602808,-3.22108,51.31557,01/06/2026,11:02,2,30,0,1,0,1,1,1,0,1,Wales,1,5
C202602809,-2.20405,52.42886,01/06/2026,11:02,6,60,0,0,0,7,1,1,0,1,West Midlands,1,7
C202602810,-2.16876,53.66026,01/06/2026,11:02,6,40,3,2,0,1,1,1,0,2,North West,3,8
C202602811,-0.36533,51.64021,01/06/2026,11:02,7,30,6,1,0,5,-1,1,0,2,London,3,9
C202602812,-1.81008,53.53461,01/06/2026,11:03,6,70,5,2,0,5,1,2,0,1,Yorkshire,2,9
C202602813,-3.99287,50.72958,01/06/2026,11:03,2,30,6,4,0,5,1,1,0,1,South West,1,4
C202602814,-0.17252,50.93084,01/06/2026,11:03,6,60,3,4,1,1,1,2,0,2,London,1,7
C202602815,-3.60729,50.99821,01/06/2026,11:04,7,30,-1,0,0,6,1,1,0,1,South West,1,4
C202602816,-0.56659,51.34776,01/06/2026,11:04,1,30,0,1,-1,1,1,1,0,1,South East,2,6
C202602817,-2.02141,52.19709,01/06/2026,11:05,6,30,5,0,0,1,1,1,0,2,West Midlands,2,7
C202602818,-2.61233,53.55574,01/06/2026,11:06,6,50,6,2,0,1,1,2,0,1,North West,1,6
C202602819,-3.57057,50.69357,01/06/2026,11:06,7,30,5,0,0,1,8,2,0,2,South West,1,3
C202602820,-0.75179,51.01285,01/06/2026,11:06,7,20,0,4,0,1,1,2,0,2,South East,1,5
C202602821,-3.63031,51.24208,01/06/2026,11:06,6,70,0,4,0,1,1,1,0,1,South West,1,6
C202602822,-0.91584,51.36738,01/06/2026,11:06,6,70,0,0,0,1,7,2,0,1,South East,1,6
C202602823,-1.50297,53.49746,01/06/2026,11:07,6,60,0,1,0,7,1,2,0,1,Yorkshire,2,7
C202602824,-1.62218,52.33022,01/06/2026,11:07,6,30,2,2,0,7,1,1,0,2,West Midlands,1,9
C202602825,0.50471,51.64465,01/06/2026,11:08,6,70,5,0,-1,4,2,2,0,2,London,1,10
C202602826,-1.42089,53.24303,01/06/2026,11:08,6,40,5,0,5,5,1,1,0,2,East Midlands,1,8
C202602827,-2.12856,52.36681,01/06/2026,11:08,2,30,6,4,0,5,1,1,0,1,West Midlands,2,6
C202602828,-1.64357,54.99733,01/06/2026,11:10,6,60,5,1,-1,1,8,3,7,1,North East,2,8
C202602829,-2.38159,53.57891,01/06/2026,11:10,6,70,0,4,1,1,2,1,0,1,North West,1,6
C202602830,-1.5484,54.838,01/06/2026,11:10,3,70,-1,0,5,1,8,1,0,1,North East,1,6
C202602831,-0.90407,50.98956,01/06/2026,11:10,6,30,0,1,0,1,2,1,0,2,South East,1,6
C202602832,0.08349,51.50285,01/06/2026,11:11,7,30,0,4,0,1,-1,1,0,1,London,5,8
C202602833,-2.23563,52.20919,01/06/2026,11:11,3,30,5,4,0,5,1,3,0,1,West Midlands,3,10
C202602834,-3.62307,51.32145,01/06/2026,11:12,7,30,0,2,0,1,1,2,0,1,South West,1,4
C202602835,-1.35743,52.99413,01/06/2026,11:12,6,70,6,2,0,1,1,2,0,1,East Midlands,1,5
C202602836,-3.43244,51.18801,01/06/2026,11:12,6,40,1,4,0,1,1,1,0,2,Wales,1,5
C202602837,-1.88427,53.50717,01/06/2026,11:12,2,30,6,0,0,1,2,2,0,1,Yorkshire,1,6
C202602838,-1.71674,53.89359,01/06/2026,11:13,7,70,1,0,0,5,1,3,0,2,Yorkshire,1,10
C202602839,-0.30727,51.64918,01/06/2026,11:14,3,30,3,0,0,1,2,1,0,2,London,1,7
C202602840,-1.13553,50.87692,01/06/2026,11:14,6,60,3,-1,0,1,1,2,0,1,South East,1,6
C202602841,-0.50687,51.41639,01/06/2026,11:14,6,40,6,4,0,5,1,1,0,1,London,1,5
C202602842,-3.72765,50.96685,01/06/2026,11:15,6,50,3,0,0,1,1,3,0,1,South West,2,5
C202602843,-1.78329,52.70216,01/06/2026,11:15,6,30,0,0,0,1,1,9,0,1,West Midlands,5,9
C202602844,-3.83152,51.13998,01/06/2026,11:15,6,30,5,-1,0,1,1,1,0,1,South West,3,6
C202602845,-1.52112,54.95639,01/06/2026,11:16,6,70,6,4,0,1,5,2,0,2,North East,2,10
C202602846,-0.1331,50.9445,01/06/2026,11:16,3,60,0,0,-1,1,2,3,0,1,London,2,6
C202602847,-1.43628,53.69011,01/06/2026,11:17,6,50,-1,2,0,1,1,2,0,1,Yorkshire,2,5
C202602848,-1.16964,51.21914,01/06/2026,11:17,6,40,0,4,0,7,3,1,0,1,South East,3,8
C202602849,-2.12631,52.33833,01/06/2026,11:17,7,20,5,4,1,1,3,1,0,1,West Midlands,1,4
C202602850,-2.45241,53.59568,01/06/2026,11:17,1,60,2,1,5,1,1,1,2,1,North West,1,4
C202602851,-2.69507,51.43533,01/06/2026,11:18,6,30,3,0,5,1,1,2,0,2,Wales,1,8
C202602852,-0.29655,51.18442,01/06/2026,11:18,6,40,3,2,0,1,5,1,0,1,London,1,5
C202602853,-2.04623,54.42103,01/06/2026,11:19,2,30,0,1,0,1,1,9,0,1,North East,4,6
C202602854,-1.4805,53.55053,01/06/2026,11:19,6,50,6,2,0,1,8,1,0,2,Yorkshire,3,8
C202602855,-2.83317,51.2597,01/06/2026,11:20,3,30,0,4,1,4,1,1,0,1,Wales,1,5
C202602856,-1.51179,53.90031,01/06/2026,11:20,9,30,5,2,-1,7,1,1,0,1,Yorkshire,3,7
C202602857,-1.72657,53.93017,01/06/2026,11:20,7,50,6,0,5,5,1,1,0,2,Yorkshire,2,9
C202602858,-0.30347,51.74596,01/06/2026,11:20,2,60,5,4,0,1,1,1,0,1,London,3,7
C202602859,-2.92876,51.22604,01/06/2026,11:20,6,50,-1,-1,1,1,2,1,0,1,Wales,1,5
C202602860,-2.90691,51.13831,01/06/2026,11:20,6,30,2,2,5,7,1,-1,0,1,South West,2,6
C202602861,0.22245,51.48299,01/06/2026,11:21,7,40,3,0,1,1,1,1,0,2,London,5,10
C202602862,0.02634,51.22321,01/06/2026,11:21,6,60,6,4,0,1,8,1,0,1,London,1,5
C202602863,-1.43036,53.98176,01/06/2026,11:21,6,30,0,4,0,7,1,1,0,1,Yorkshire,1,6
C202602864,-1.17611,53.14779,01/06/2026,11:21,6,70,-1,0,1,1,2,2,0,1,East Midlands,1,6
C202602865,-2.56757,53.77573,01/06/2026,11:21,3,40,2,0,0,7,1,1,0,1,North West,1,5
C202602866,-1.93188,52.22459,01/06/2026,11:21,6,40,0,4,0,1,1,1,0,2,West Midlands,1,5
C202602867,-1.21008,50.88417,01/06/2026,11:21,6,30,0,1,0,1,3,1,2,2,South East,2,7
C202602868,-3.78528,51.75745,01/06/2026,11:21,1,30,1,4,0,1,1,1,0,1,Wales,1,3
C202602869,-0.01227,51.24539,01/06/2026,11:21,1,30,0,2,0,1,2,1,0,2,London,2,9
C202602870,-0.1758,51.50933,01/06/2026,11:22,7,50,6,0,0,1,1,1,0,2,London,1,6
C202602871,-0.92437,51.61183,01/06/2026,11:22,6,30,0,2,0,5,2,1,0,1,South East,1,5
C202602872,-1.10928,52.81172,01/06/2026,11:22,6,30,0,2,0,4,2,2,0,1,East Midlands,1,6
C202602873,-1.85854,52.37811,01/06/2026,11:22,7,30,6,2,5,1,1,9,0,1,West Midlands,2,7
C202602874,-1.87471,54.92401,01/06/2026,11:22,6,30,2,2,0,1,1,2,0,1,North East,1,6
C202602875,-0.43849,51.63026,01/06/2026,11:23,6,30,5,4,0,1,1,1,0,1,London,1,4
C202602876,-2.9976,51.80941,01/06/2026,11:23,2,30,0,1,0,5,1,2,0,1,Wales,1,4
C202602877,-1.40547,52.77256,01/06/2026,11:23,6,40,0,1,0,5,5,1,0,2,East Midlands,5,10
C202602878,-3.15511,51.46011,01/06/2026,11:24,6,30,2,4,0,5,8,1,0,2,Wales,1,4
C202602879,-0.74796,51.33926,01/06/2026,11:24,2,30,0,4,1,5,1,2,0,2,South East,1,6
C202602880,-1.2389,53.10235,01/06/2026,11:24,3,70,1,2,0,1,1,1,0,2,East Midlands,1,7
C202602881,-0.20614,51.56066,01/06/2026,11:25,6,30,3,-1,0,1,1,1,0,1,London,1,3
C202602882,-1.92665,52.41071,01/06/2026,11:25,6,30,3,4,0,5,1,1,0,1,West Midlands,2,6
C202602883,-0.16381,51.71858,01/06/2026,11:25,7,60,6,2,0,1,1,1,0,1,London,1,5
C202602884,-1.4564,52.97259,01/06/2026,11:25,1,30,0,4,0,1,1,1,0,2,East Midlands,1,4
C202602885,-0.19309,51.34906,01/06/2026,11:25,6,60,0,4,0,1,2,1,0,1,London,1,7
C202602886,-1.74838,52.38768,01/06/2026,11:25,3,40,5,4,0,1,1,1,0,1,West Midlands,1,5
C202602887,-2.78833,51.26325,01/06/2026,11:25,6,20,0,1,5,5,1,9,1,1,Wales,1,7
C202602888,0.21702,51.16054,01/06/2026,11:25,3,30,5,4,0,1,5,1,0,2,London,1,6
C202602889,-3.21987,53.32369,01/06/2026,11:26,2,30,5,4,0,1,5,4,0,1,North West,1,4
C202602890,-1.66,52.43829,01/06/2026,11:26,3,40,0,4,5,5,2,2,0,1,West Midlands,5,10
C202602891,-2.6088,53.62571,01/06/2026,11:26,2,40,5,2,0,1,1,3,0,1,North West,1,5
C202602892,-1.03116,50.91238,01/06/2026,11:26,6,50,2,1,0,5,1,2,7,1,South East,1,8
C202602893,-3.24423,51.80271,01/06/2026,11:27,6,40,0,-1,0,5,7,2,0,2,Wales,1,5
C202602894,-1.29312,54.26199,01/06/2026,11:27,6,30,3,0,0,1,1,1,0,1,North East,2,4
C202602895,-2.5614,53.26593,01/06/2026,11:27,6,70,2,0,0,4,1,1,0,1,North West,2,8
C202602896,-0.86687,51.20346,01/06/2026,11:27,7,30,-1,0,0,5,1,1,0,2,South East,1,6
C202602897,-3.38205,51.74452,01/06/2026,11:27,1,30,1,4,0,6,1,2,0,2,Wales,1,8
C202602898,-3.58798,50.59388,01/06/2026,11:28,7,70,6,1,1,1,1,1,6,2,South West,1,7
C202602899,-2.68333,53.59199,01/06/2026,11:28,1,70,6,4,0,7,1,1,0,1,North West,1,6
C202602900,-1.00516,51.7952,01/06/2026,11:29,1,60,0,0,0,1,1,1,0,1,South East,2,7
C202602901,-2.32256,52.54346,01/06/2026,11:29,6,30,6,4,0,1,-1,1,0,1,West Midlands,1,4
C202602902,-0.38718,51.32556,01/06/2026,11:29,2,60,6,0,0,1,1,1,0,1,London,1,4
C202602903,-1.55402,54.89305,01/06/2026,11:29,1,20,3,2,0,5,1,1,0,2,North East,1,6
C202602904,-2.13064,53.88938,01/06/2026,11:29,1,30,1,-1,5,1,1,1,0,2,Yorkshire,1,5
C202602905,-1.41394,52.62965,01/06/2026,11:29,7,40,0,4,5,1,1,1,0,1,East Midlands,1,4
C202602906,-0.96323,53.63255,01/06/2026,11:30,6,30,5,2,0,1,1,1,0,2,Yorkshire,1,4
C202602907,-0.62735,51.15218,01/06/2026,11:30,6,20,6,0,1,1,1,1,0,1,South East,1,3
C202602908,0.33651,51.3224,01/06/2026,11:30,6,30,3,1,0,5,1,1,0,2,London,1,9
C202602909,0.11789,51.61304,01/06/2026,11:31,6,30,0,2,0,1,6,1,0,2,London,1,6
C202602910,0.12529,51.66009,01/06/2026,11:31,6,50,3,2,0,1,1,2,0,1,London,4,8
C202602911,-2.9981,51.65448,01/06/2026,11:31,7,60,5,4,5,1,1,1,0,1,Wales,2,4
C202602912,-2.0454,52.93311,01/06/2026,11:32,6,60,0,0,0,1,1,1,0,1,West Midlands,1,4
C202602913,-1.09827,53.06792,01/06/2026,11:33,6,30,1,4,0,1,1,1,0,2,East Midlands,1,6
C202602914,-3.15275,50.87941,01/06/2026,11:33,6,70,0,2,5,1,1,1,0,1,South West,1,7
C202602915,-1.48584,53.6757,01/06/2026,11:33,6,30,5,-1,5,1,2,1,0,1,Yorkshire,1,5
C202602916,-1.98152,52.46782,01/06/2026,11:33,6,30,0,4,0,1,5,1,0,1,West Midlands,2,7
C202602917,-1.1733,52.81891,01/06/2026,11:34,7,30,3,0,0,5,6,2,0,1,East Midlands,1,4
C202602918,-3.16546,51.12916,01/06/2026,11:35,6,30,0,1,1,1,1,4,0,1,South West,1,6
C202602919,-0.46611,52.0653,01/06/2026,11:35,6,60,3,1,0,5,1,1,0,1,London,2,7
C202602920,-2.12859,53.44138,01/06/2026,11:35,6,30,0,-1,5,1,1,1,0,2,North West,1,6
C202602921,-2.67403,53.76236,01/06/2026,11:36,7,30,6,0,5,1,1,1,0,1,North West,1,3
C202602922,-1.60531,53.86902,01/06/2026,11:36,6,30,3,2,0,4,2,3,0,2,Yorkshire,1,7
C202602923,-0.25796,51.29628,01/06/2026,11:36,6,30,3,4,-1,1,1,1,0,2,London,1,6
C202602924,-1.51545,54.08465,01/06/2026,11:36,6,70,6,-1,0,1,8,1,0,1,Yorkshire,1,5
C202602925,-1.59323,55.00817,01/06/2026,11:36,2,70,3,0,-1,1,1,1,0,2,North East,1,8
C202602926,-1.51224,54.92366,01/06/2026,11:36,2,60,5,4,0,6,1,1,0,2,North East,1,7
C202602927,-1.26225,52.86342,01/06/2026,11:36,1,30,0,4,0,1,5,2,0,2,East Midlands,1,7
C202602928,-2.19427,52.17967,01/06/2026,11:36,6,40,3,1,0,1,2,1,0,1,West Midlands,2,5
C202602929,-1.72507,53.8432,01/06/2026,11:37,2,20,1,2,0,4,1,1,0,2,Yorkshire,1,7
C202602930,-1.41405,53.14502,01/06/2026,11:37,6,60,3,0,0,1,1,2,0,1,East Midlands,1,7
C202602931,-0.50444,51.54144,01/06/2026,11:37,6,20,0,4,0,1,1,1,0,1,London,1,4
C202602932,-3.4267,50.60782,01/06/2026,11:37,7,30,3,4,0,1,2,2,1,1,South West,1,6
C202602933,-0.02417,51.19234,01/06/2026,11:37,1,30,0,4,1,1,2,1,0,2,London,1,9
C202602934,-1.22079,51.88287,01/06/2026,11:38,6,20,6,2,0,5,1,1,0,1,South East,2,6
C202602935,-1.05842,51.11986,01/06/2026,11:38,1,70,5,0,0,1,1,2,0,2,South East,2,7
C202602936,-1.35899,54.90878,01/06/2026,11:38,6,30,1,4,0,7,1,2,0,2,North East,1,5
C202602937,-3.04941,51.75049,01/06/2026,11:39,6,30,6,2,0,6,3,1,0,1,Wales,1,5
C202602938,-0.84078,53.00071,01/06/2026,11:39,7,20,0,0,0,5,1,1,0,1,East Midlands,1,3
C202602939,-3.76881,51.05873,01/06/2026,11:39,6,50,1,2,0,1,1,2,0,1,South West,1,5
C202602940,-2.21702,54.63732,01/06/2026,11:39,6,40,-1,0,5,1,1,1,0,2,North East,1,7
C202602941,-3.05002,53.58511,01/06/2026,11:39,6,60,5,2,0,7,2,1,0,1,North West,1,6
C202602942,-1.07964,53.25758,01/06/2026,11:40,3,30,5,2,0,1,1,1,0,1,East Midlands,3,7
C202602943,-1.49837,53.22557,01/06/2026,11:40,2,60,5,2,0,1,1,1,0,2,East Midlands,1,6
C202602944,-2.81843,51.08942,01/06/2026,11:40,3,70,6,4,-1,1,1,3,0,1,Wales,1,7
C202602945,-0.76037,51.43128,01/06/2026,11:40,2,30,3,2,0,5,3,2,0,1,South East,2,8
C202602946,-1.80283,52.51198,01/06/2026,11:40,1,40,3,2,0,1,5,1,0,2,West Midlands,1,6
C202602947,-0.60169,51.3504,01/06/2026,11:41,6,30,0,2,0,1,2,1,0,1,South East,1,4
C202602948,-2.33389,53.56518,01/06/2026,11:41,3,50,3,2,5,5,3,1,0,2,North West,1,8
C202602949,-2.57786,53.61682,01/06/2026,11:41,3,30,1,1,1,6,1,1,0,1,North West,1,4
C202602950,-3.44026,51.15825,01/06/2026,11:42,6,30,0,0,0,1,1,1,0,1,South West,1,3
C202602951,-2.38637,52.62311,01/06/2026,11:42,7,30,0,2,0,1,1,1,0,1,West Midlands,2,8
C202602952,-0.42782,51.20807,01/06/2026,11:42,2,70,-1,2,5,1,1,1,6,2,London,2,7
C202602953,-3.07743,51.78646,01/06/2026,11:43,9,40,3,1,0,5,1,1,0,1,Wales,1,4
C202602954,-1.52338,53.87327,01/06/2026,11:43,6,30,5,4,5,1,1,1,0,1,Yorkshire,1,5
C202602955,-1.65832,53.35185,01/06/2026,11:43,6,40,3,1,0,5,-1,1,0,1,Yorkshire,5,10
C202602956,-3.73581,51.04008,01/06/2026,11:43,6,30,0,0,0,1,1,1,0,1,South West,1,7
C202602957,-1.38192,54.16524,01/06/2026,11:44,7,30,5,0,0,4,1,1,0,1,Yorkshire,1,4
C202602958,-3.48387,50.94705,01/06/2026,11:44,6,40,6,0,5,5,8,3,0,1,South West,2,6
C202602959,-0.23606,51.41964,01/06/2026,11:44,6,30,2,0,0,1,1,1,0,1,London,3,5
C202602960,-0.24378,51.24989,01/06/2026,11:44,3,60,3,0,0,1,1,2,0,2,South East,1,7
C202602961,-1.98423,52.47814,01/06/2026,11:45,1,60,5,4,0,5,7,1,0,1,West Midlands,1,7
C202602962,-2.09017,52.44957,01/06/2026,11:45,7,30,0,0,0,4,1,2,0,2,West Midlands,2,6
C202602963,0.17011,52.00959,01/06/2026,11:45,9,30,0,1,0,1,2,1,0,1,London,2,6
C202602964,-3.42885,51.40094,01/06/2026,11:45,7,50,3,0,0,1,1,2,0,2,Wales,1,6
C202602965,-1.73657,54.39621,01/06/2026,11:46,6,30,0,0,0,1,6,2,0,1,Yorkshire,1,7
C202602966,-1.06647,52.68196,01/06/2026,11:46,6,50,3,1,0,1,1,1,0,1,East Midlands,1,4
C202602967,-3.11283,50.63468,01/06/2026,11:46,6,70,0,4,0,1,1,2,0,1,South West,1,8
C202602968,-2.72274,53.79063,01/06/2026,11:47,6,50,5,4,5,1,-1,1,0,1,North West,1,6
C202602969,-1.68214,52.80824,01/06/2026,11:47,6,30,5,4,0,5,3,1,0,1,East Midlands,2,6
C202602970,-2.31236,53.90056,01/06/2026,11:47,6,30,1,1,0,4,1,1,6,1,North West,1,6
C202602971,-3.54287,50.80389,01/06/2026,11:47,2,40,6,4,0,1,1,1,0,1,South West,1,3
C202602972,-3.2921,50.91073,01/06/2026,11:48,6,30,3,2,0,1,-1,1,0,1,South West,1,6
C202602973,-0.00922,51.45228,01/06/2026,11:48,2,40,3,4,5,1,1,1,0,2,London,5,10
C202602974,-2.27995,53.94062,01/06/2026,11:49,7,30,0,2,0,1,1,1,2,2,North West,2,6
C202602975,-3.15645,51.82878,01/06/2026,11:49,2,30,0,2,0,7,1,1,0,1,Wales,2,6
C202602976,-3.64563,51.5598,01/06/2026,11:49,6,20,0,4,-1,1,1,1,0,2,Wales,2,8
C202602977,-2.62893,53.41037,01/06/2026,11:49,6,30,3,0,5,4,1,1,0,1,North West,1,7
C202602978,-0.36245,50.59913,01/06/2026,11:49,2,30,0,0,0,5,2,1,0,1,South East,1,5
C202602979,-1.45938,52.57034,01/06/2026,11:50,6,60,3,0,0,1,1,2,0,1,West Midlands,2,5
C202602980,-0.85196,52.7522,01/06/2026,11:50,3,30,3,4,0,5,1,1,0,2,East Midlands,2,7
